filename,reference_filename,sentence_id,speaker_id,gender,device,distance_m,noise_level_db,pesq,snr_global_db,snr_segmental_db,snr_aweighted_db,stoi,correlation,alignment_shift_ms,alignment_correlation,success,error,processing_time_sec
pa_S21_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S21_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S21,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999998,0.9999999999999999,0.0,1.0000001,True,,0.36843061447143555
pa_S22_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S22_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S22,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999999,1.0,0.0,1.0,True,,0.44388914108276367
pa_S23_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S23_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S23,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999993,0.9999999999999999,0.0,0.99999976,True,,0.45586156845092773
pa_S24_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S24_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S24,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999997,0.9999999999999999,0.0,0.9999999,True,,0.44844913482666016
pa_S25_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S25_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S25,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,1.0000002,True,,0.5196244716644287
pa_S26_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S26_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S26,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,0.9999999999999999,0.0,1.0000001,True,,0.3751840591430664
pa_S27_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S27_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S27,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999999,1.0,0.0,0.99999994,True,,0.37625885009765625
pa_S28_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S28_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S28,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,1.0,True,,0.40224170684814453
pa_S29_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S29_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S29,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,0.9999998,True,,0.3624594211578369
pa_S30_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S30_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S30,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999999,1.0,0.0,0.9999999,True,,0.44167494773864746
